src,dst
1009,929
981,350
628,517
145,403
147,484
462,0
745,658
833,621
1018,213
511,858
299,854
794,712
254,29
657,655
412,215
137,423
610,712
296,967
43,473
722,1034
122,390
971,541
428,713
198,325
107,181
1012,496
732,841
694,565
734,943
564,1014
261,567
237,420
585,953
886,1000
707,418
951,810
1,632
720,930
447,189
509,1000
727,747
249,974
273,574
954,386
226,580
538,996
295,607
290,285
398,1032
294,642
497,699
635,107
981,182
476,678
815,29
270,796
363,10
563,55
934,862
541,118
747,720
786,500
395,440
737,25
818,464
403,145
730,219
834,534
451,261
269,867
152,1035
848,493
834,350
735,226
632,385
254,242
640,495
699,343
842,462
186,740
538,153
232,285
746,981
650,509
1044,453
485,1011
928,62
238,189
268,6
494,51
70,86
390,343
712,745
325,494
218,875
320,886
522,370
545,896
302,462
454,215
794,839
619,758
733,133
316,849
97,1009
449,586
858,508
84,1020
875,242
728,350
604,50
528,998
302,780
663,962
1027,724
706,893
128,469
639,815
875,574
380,291
752,343
696,408
898,712
165,206
455,957
935,1
693,476
727,628
949,742
610,981
384,446
220,873
265,975
695,320
746,882
1020,350
524,374
402,656
261,1035
837,648
42,430
426,28
294,485
684,182
186,664
95,287
821,961
184,508
687,798
530,114
36,517
879,858
953,404
359,146
913,359
675,450
847,462
818,752
181,485
660,777
268,235
208,1025
712,385
318,1018
770,804
791,309
122,343
839,791
511,445
577,544
121,712
623,269
977,50
435,203
900,215
841,737
930,189
342,603
295,382
872,651
848,549
132,738
975,899
5,669
945,836
121,1011
895,822
780,61
315,608
493,863
557,295
939,63
285,745
746,841
841,865
308,589
347,300
746,285
796,746
467,141
488,939
697,19
612,861
405,680
812,363
179,302
929,421
858,589
276,622
241,830
549,628
1009,919
706,339
973,555
580,541
97,810
6,438
514,386
794,1020
1000,794
1003,705
610,1020
965,446
350,128
885,146
871,774
97,301
707,38
839,401
56,875
154,654
29,508
610,695
570,449
660,529
728,628
588,549
714,671
858,763
721,919
461,185
930,848
678,745
181,642
283,311
336,813
839,498
192,960
813,645
273,517
495,882
553,108
680,943
184,939
921,923
34,351
408,760
1020,746
921,886
726,351
133,509
309,103
570,203
571,745
189,962
1021,618
409,642
110,64
931,545
761,161
997,1044
107,851
949,816
538,191
419,395
890,930
812,969
198,108
342,234
943,812
105,267
110,318
410,974
633,34
965,84
531,714
957,643
550,989
1009,97
857,569
732,445
38,886
833,209
428,923
610,585
418,97
494,418
297,716
1000,238
458,457
981,270
678,778
224,1012
322,712
185,549
418,406
743,963
322,452
972,29
509,110
87,668
388,601
736,899
729,734
21,915
761,965
205,171
108,234
643,553
508,973
386,45
113,268
97,929
295,242
382,628
818,302
937,332
269,758
359,601
114,836
349,351
531,772
844,493
455,963
156,826
785,822
219,869
215,661
386,58
589,1020
164,181
316,309
20,447
644,485
881,610
40,436
875,642
401,946
672,956
585,858
161,30
483,71
810,640
108,642
458,668
446,858
435,570
665,559
224,753
468,923
356,494
882,97
458,508
263,351
858,110
729,789
290,1011
396,553
846,204
295,25
669,449
431,842
171,1025
384,488
916,710
84,963
674,57
946,996
508,384
161,789
733,672
885,465
745,738
301,921
414,431
756,538
692,98
516,983
577,597
613,166
599,267
341,125
829,583
802,815
180,883
1025,942
61,780
482,337
395,621
864,602
431,809
635,452
408,0
512,353
564,895
768,763
192,318
1002,219
589,610
418,678
126,192
634,621
989,390
342,285
29,428
363,737
316,858
744,921
635,723
627,395
977,738
640,101
834,133
565,788
107,721
291,737
31,405
732,628
418,20
288,27
934,469
514,880
488,1035
485,940
84,635
363,949
40,804
610,788
900,533
579,487
552,686
784,469
656,937
276,124
104,592
615,836
103,668
1011,940
478,850
875,777
834,82
659,182
841,198
744,606
461,678
538,25
384,607
154,642
499,339
454,1008
818,85
956,384
45,37
807,809
434,903
830,115
912,745
678,640
549,557
185,320
839,509
136,591
631,105
956,520
621,1003
921,588
24,912
818,759
396,234
659,746
450,672
485,333
875,816
940,778
641,1044
455,747
28,215
788,672
409,71
586,7
153,921
834,607
347,842
943,791
680,99
830,269
179,591
737,628
956,403
590,661
71,50
923,635
848,767
352,858
423,674
420,371
565,756
185,767
890,130
575,574
338,601
294,458
1032,113
231,322
236,1000
29,1042
627,374
19,666
51,957
1010,228
601,175
61,719
973,655
574,232
164,294
107,182
21,58
231,996
507,565
526,157
857,842
946,320
243,716
606,582
707,741
71,445
209,982
438,760
723,943
960,911
627,208
282,703
478,101
720,946
29,25
38,232
273,712
562,17
469,295
261,283
690,12
549,610
485,791
107,865
977,604
509,144
268,706
615,227
714,92
886,712
1017,999
943,333
406,445
651,262
745,810
105,974
51,485
675,733
956,747
999,844
530,637
685,819
418,108
520,20
864,76
232,810
348,426
741,404
999,791
694,728
881,322
815,943
746,983
311,506
941,495
844,285
31,745
694,57
348,775
943,223
553,948
915,21
781,984
708,952
349,599
1021,587
520,953
157,813
752,400
157,175
538,494
778,767
981,996
510,462
1025,847
475,730
737,693
517,520
29,796
478,675
948,593
25,485
549,261
452,87
261,972
321,564
104,420
972,393
760,566
85,206
437,397
871,46
231,841
693,733
728,956
919,1020
132,712
450,680
509,946
403,273
789,29
993,902
368,71
17,402
707,498
192,841
735,343
930,455
62,612
802,655
610,794
1018,184
242,707
391,999
392,206
701,550
432,118
1003,23
534,851
919,841
842,991
802,1020
322,875
741,635
289,351
181,192
426,248
403,384
565,858
727,84
930,644
858,850
534,29
678,538
963,519
458,729
772,842
999,957
682,433
762,45
649,826
660,948
421,680
12,551
585,71
549,675
1035,369
1020,946
1020,380
697,492
791,213
1023,152
82,745
294,218
418,121
565,506
541,699
929,963
51,295
823,167
834,230
710,226
308,963
488,602
873,804
672,322
794,898
254,461
285,598
242,815
369,76
425,847
754,601
1008,484
64,527
38,672
414,593
614,119
171,88
995,183
223,231
132,97
753,224
382,946
575,350
445,983
347,302
728,161
933,397
678,712
842,531
1020,70
494,733
626,590
721,973
715,118
235,699
602,965
845,443
749,822
450,125
816,322
141,431
677,658
107,494
661,978
934,890
343,347
84,756
81,422
295,796
289,819
29,164
678,549
929,635
531,719
951,446
308,930
668,50
913,324
426,1008
893,347
789,488
633,267
465,587
333,898
132,495
207,1033
642,363
388,215
956,488
539,998
827,182
207,745
814,955
788,834
110,839
969,534
812,934
829,230
107,185
370,699
660,216
380,108
184,57
844,879
309,737
469,585
810,723
748,422
929,385
322,610
589,743
565,581
848,659
746,523
237,836
1035,84
368,232
418,745
238,743
974,896
839,574
385,1020
941,728
736,238
35,961
892,186
147,336
394,118
348,373
368,589
741,97
930,640
498,747
509,763
1011,995
996,86
2,23
777,265
402,351
723,864
834,273
164,182
403,265
929,934
1,189
231,128
818,522
822,34
1040,1026
292,912
21,587
392,752
555,180
999,517
643,538
508,1018
954,786
614,577
729,70
406,132
243,711
598,919
347,843
388,298
433,624
347,522
697,869
295,192
267,800
654,204
116,313
483,650
886,567
854,656
30,940
954,394
247,568
333,342
856,341
1011,273
346,473
491,572
309,736
1011,875
1014,1010
925,355
845,741
1039,913
118,235
404,700
71,604
925,534
103,517
904,810
923,325
999,721
614,419
294,678
26,977
662,908
172,125
447,301
775,536
318,316
583,281
743,447
882,736
60,287
587,533
340,248
866,974
1031,488
668,207
88,118
851,789
182,729
621,21
121,610
325,101
833,136
830,424
615,157
180,588
738,589
315,88
478,369
390,79
164,707
159,649
858,728
672,57
663,145
115,685
862,152
31,487
368,930
184,295
982,852
1020,316
943,555
685,800
500,374
981,164
306,585
654,792
910,875
672,975
693,450
814,563
757,472
849,607
509,189
425,913
786,395
943,1011
234,965
172,593
533,626
394,547
507,476
1003,843
275,539
469,870
342,746
992,567
6,210
822,931
292,680
794,789
833,58
398,522
869,631
186,564
453,443
336,277
796,493
703,712
140,269
644,816
890,406
164,898
643,930
602,864
952,708
412,590
517,680
271,682
57,923
789,506
328,591
301,693
1020,652
309,930
64,607
385,712
943,368
205,514
745,242
658,919
946,238
804,436
949,894
498,743
231,672
108,469
152,943
114,764
639,898
746,767
38,356
684,648
1,585
368,949
114,649
64,567
720,589
881,184
911,645
516,478
500,395
236,229
919,455
184,369
216,789
769,250
31,851
386,662
774,714
943,850
598,285
50,721
250,819
485,930
733,789
469,110
635,103
77,385
363,549
497,541
445,506
285,342
315,1005
64,549
283,549
767,108
680,858
921,509
787,804
237,877
517,261
309,879
745,668
879,768
898,476
428,925
1020,610
668,1011
128,728
232,655
580,390
351,249
1040,45
839,380
61,497
823,974
350,242
183,12
306,50
589,534
716,477
123,871
140,530
651,140
291,879
257,841
207,401
509,680
332,735
71,538
489,669
802,771
110,103
1041,936
495,796
924,1003
145,721
414,856
916,392
51,963
151,709
169,798
419,0
925,538
510,577
57,729
181,1002
593,398
941,930
97,655
262,473
957,926
875,934
848,97
1032,462
510,847
492,349
1044,443
29,483
753,344
455,919
161,648
491,762
802,17
495,930
368,929
80,267
538,517
325,506
351,718
254,270
119,206
672,610
752,119
1024,1012
184,923
680,369
84,898
455,930
989,522
572,621
428,812
1008,246
1007,359
789,320
848,999
930,929
1031,844
965,232
739,441
775,590
32,832
18,948
916,614
351,374
799,836
939,940
59,134
84,934
349,294
370,398
330,213
70,729
308,534
184,103
602,574
72,216
966,810
788,469
405,816
547,958
474,17
607,70
858,953
746,509
430,449
214,514
753,653
841,898
858,534
1000,946
801,887
95,428
869,264
238,261
110,939
392,315
857,1026
6,544
427,372
697,321
20,185
649,874
415,21
236,309
509,350
374,394
545,920
794,231
421,230
87,794
589,25
45,347
953,969
845,947
996,678
844,746
900,116
256,438
675,363
900,775
714,165
20,132
906,938
167,554
778,946
953,458
606,133
316,506
339,916
906,14
1034,628
692,199
558,845
969,520
743,189
984,397
773,435
996,668
737,534
898,525
957,741
808,227
399,549
108,197
632,421
756,308
831,75
263,250
740,475
155,952
84,309
273,703
314,477
591,79
167,1008
1011,458
52,219
359,994
71,902
214,871
109,852
309,784
355,658
752,531
754,649
325,829
392,842
192,802
870,858
347,1003
136,500
729,261
368,485
45,339
113,818
57,934
485,295
607,912
21,388
71,230
462,392
395,572
885,836
497,752
390,752
458,969
554,706
441,814
475,1010
982,351
462,989
20,981
895,646
461,508
368,741
48,623
745,571
487,909
236,509
356,680
585,50
934,380
578,642
118,491
520,680
538,285
791,192
309,295
1040,398
960,530
16,474
745,864
124,572
565,369
796,301
523,811
691,96
491,1026
119,614
607,192
732,882
852,212
696,491
20,265
233,196
549,380
25,862
153,603
380,999
860,2
675,727
277,692
672,655
931,749
721,1009
981,207
791,923
219,670
712,902
847,893
464,544
124,622
555,265
567,229
705,1003
993,965
284,846
675,301
974,798
960,662
468,642
289,105
767,875
745,834
368,642
805,978
908,1014
136,860
446,875
0,347
549,393
418,213
237,758
969,729
736,363
839,939
996,555
261,231
118,395
10,946
895,313
477,252
384,70
242,943
1006,238
930,684
850,844
752,210
241,533
223,810
301,712
687,725
99,352
494,796
385,635
420,472
839,919
390,714
714,1019
207,511
189,238
588,729
793,114
857,386
635,70
28,852
70,695
455,784
863,108
590,277
447,527
1000,174
446,36
712,506
580,370
834,538
494,845
634,425
995,947
847,597
1021,667
25,640
25,242
7,967
744,639
451,164
640,333
223,703
62,570
858,152
808,146
655,25
747,810
70,403
469,744
469,294
599,666
342,231
869,434
904,684
999,881
758,248
261,64
134,307
336,156
562,867
264,289
671,221
451,953
707,316
1007,351
597,593
395,913
981,791
913,205
406,64
687,52
443,660
923,921
1020,723
119,1036
448,1013
223,254
635,322
282,130
577,125
685,687
974,1010
71,495
726,334
693,841
784,254
750,641
791,70
1000,791
232,498
1020,993
291,121
38,56
187,857
207,1000
946,232
495,684
84,802
410,787
940,684
370,341
630,74
342,25
745,291
1042,641
941,643
453,477
812,905
500,871
192,184
852,836
925,309
418,29
1000,318
589,777
866,337
315,696
188,235
268,971
661,626
107,965
890,635
791,607
475,313
995,576
260,707
920,264
71,97
451,747
254,898
955,654
373,945
447,382
671,580
972,578
301,356
214,58
991,786
50,20
265,56
332,649
724,691
607,495
940,469
864,458
788,368
70,680
282,864
844,283
684,294
567,576
164,628
488,642
322,380
1009,756
390,1003
163,673
446,509
600,958
898,428
989,550
414,719
46,954
675,25
744,356
858,672
675,478
121,794
339,149
701,165
144,506
550,994
744,133
325,981
858,404
976,267
509,236
963,912
870,99
395,524
238,382
732,930
996,733
942,205
857,210
637,855
454,623
744,674
538,963
788,164
61,714
249,1013
923,110
107,660
485,746
972,25
189,934
118,705
422,81
541,634
483,712
1031,476
752,408
996,628
475,515
401,493
118,715
283,102
544,760
545,228
810,1009
870,707
1000,743
1004,370
850,789
282,447
469,153
795,976
553,999
469,941
235,671
326,774
860,524
664,434
637,256
839,575
597,735
99,672
21,1032
282,721
857,634
166,803
841,791
499,395
229,912
758,1008
113,989
921,953
29,216
264,349
930,84
607,650
301,309
746,812
409,494
445,25
309,712
0,772
693,628
381,649
132,128
865,232
614,500
829,555
841,232
851,925
590,1008
219,1013
954,172
919,744
92,566
86,452
844,261
210,924
616,802
719,45
265,230
343,671
589,232
843,760
367,365
834,963
736,50
450,164
185,455
700,180
953,103
295,189
152,71
1003,347
213,506
184,230
829,183
865,926
744,36
506,761
56,509
1041,281
745,451
705,214
659,108
136,46
578,1
444,814
1011,404
208,276
417,65
446,507
86,133
478,700
963,401
186,896
854,156
841,763
992,24
611,351
46,205
4,613
684,107
406,549
744,508
1000,721
454,293
264,787
719,85
811,887
774,37
841,380
687,545
382,213
437,682
589,469
627,171
727,380
650,128
991,706
655,101
70,488
736,538
963,452
1010,448
309,839
720,363
403,509
449,327
953,184
224,861
390,842
675,841
481,328
668,369
1010,631
881,197
965,642
795,482
343,341
152,495
230,972
969,684
97,305
911,651
425,500
31,707
635,693
1035,746
834,342
350,694
95,26
516,50
993,732
562,660
206,123
185,926
393,898
242,635
191,243
173,483
713,71
299,215
863,886
784,999
110,236
221,994
282,20
520,517
44,775
919,369
384,63
796,538
128,350
866,896
549,184
1011,469
957,858
812,849
894,578
206,85
597,210
939,285
610,355
488,273
488,1000
700,133
401,996
787,219
829,910
544,710
20,628
855,819
934,703
712,404
1000,145
390,119
784,333
707,534
575,745
300,577
972,161
1044,325
851,469
313,116
342,154
913,514
1008,900
728,574
939,575
598,995
621,710
280,0
728,133
898,894
841,483
723,469
780,994
1,736
165,179
1000,495
746,943
398,699
53,215
455,815
295,185
706,438
613,444
395,774
913,621
668,451
273,741
133,802
68,790
418,494
957,975
507,707
886,675
724,435
406,680
315,0
795,492
845,306
871,462
264,543
574,712
951,517
678,405
108,447
671,701
913,1019
322,829
438,432
792,595
508,308
82,886
1035,975
123,566
707,356
814,243
710,916
141,772
800,755
612,586
478,439
672,941
879,108
51,858
1004,268
315,577
406,38
432,860
210,343
494,812
511,883
672,63
390,991
393,509
691,612
232,864
934,923
485,382
185,485
994,843
186,129
254,875
780,462
408,438
351,931
919,721
213,180
745,934
705,440
680,720
668,677
693,498
312,169
591,186
450,495
741,963
527,789
97,507
435,449
127,178
108,981
237,885
506,712
121,812
271,437
797,393
949,865
172,760
994,141
902,934
338,615
777,192
949,660
393,1
768,164
574,231
192,734
733,333
228,697
395,577
737,527
879,50
439,1
207,969
475,976
713,589
849,161
697,52
332,206
276,122
0,123
508,728
0,464
302,634
363,538
733,405
923,447
509,494
805,682
219,228
939,506
880,395
875,254
269,645
325,672
881,320
397,437
707,921
205,1003
332,994
447,369
257,949
729,930
728,57
87,403
81,454
382,485
232,834
621,913
1009,940
860,171
943,993
668,404
521,618
192,313
761,1020
395,88
443,899
195,533
734,399
613,832
485,164
981,926
125,302
734,455
743,1031
778,295
631,402
264,819
943,1044
656,587
475,289
428,965
680,316
635,912
30,301
294,10
469,957
675,789
898,384
713,965
12,638
51,309
405,875
141,462
895,351
934,311
734,1000
746,680
82,1035
388,1001
517,1035
821,267
890,257
794,929
981,173
929,628
166,814
428,1015
845,275
244,691
707,1035
12,825
487,24
865,650
374,1004
316,393
294,108
382,494
385,223
682,77
447,185
1020,865
871,390
802,368
761,672
111,547
387,55
843,531
469,231
189,870
169,591
370,408
744,294
597,165
612,669
378,1023
747,164
492,105
20,549
644,405
250,800
516,736
70,712
965,405
462,843
779,891
815,185
368,270
393,447
458,930
265,565
610,879
746,744
143,65
1011,635
684,469
70,534
469,879
295,589
438,113
957,723
707,738
728,261
405,720
79,809
764,114
882,707
665,909
161,446
261,934
849,393
537,801
301,97
292,802
316,403
494,261
976,475
236,963
772,300
633,313
271,638
886,192
706,332
350,659
282,508
741,672
213,957
930,791
295,567
712,189
699,847
912,894
789,461
815,999
635,642
401,128
642,789
833,786
693,254
1008,645
17,682
29,929
865,881
368,508
497,300
508,939
626,661
291,509
294,455
231,508
978,590
993,461
796,693
453,708
495,494
351,637
851,216
449,917
0,440
249,1010
873,770
399,403
685,591
295,919
750,983
468,975
369,864
683,232
390,696
727,254
969,650
107,909
85,1004
589,962
789,642
917,586
839,963
150,59
31,97
487,624
156,340
701,780
714,621
984,995
153,483
934,926
872,543
527,737
943,385
128,101
670,340
816,107
570,724
672,934
963,864
981,180
51,495
318,934
877,237
421,658
788,728
309,870
79,414
75,916
735,438
575,399
943,254
720,756
323,460
833,0
1023,802
24,992
445,648
257,791
121,380
549,736
847,544
728,1035
298,758
1011,565
870,393
56,50
285,325
1029,402
940,451
342,850
527,130
816,660
182,650
687,726
446,849
394,214
434,787
278,793
680,1000
356,1020
93,123
832,814
934,746
509,975
556,0
703,50
145,261
622,37
101,64
403,451
1033,520
788,972
65,984
438,735
395,491
810,921
188,752
487,288
26,829
232,223
197,969
1036,210
909,559
802,858
268,408
607,452
510,351
930,283
203,96
863,450
88,351
347,235
864,668
484,645
660,675
895,545
192,743
5,435
621,541
937,98
919,864
770,434
844,736
609,351
774,354
990,829
347,786
382,940
932,67
313,72
267,80
777,747
898,308
20,508
363,946
778,309
778,51
844,635
313,866
1010,920
796,886
224,928
734,382
759,760
1038,549
946,261
707,675
830,48
177,146
752,497
36,506
213,469
999,901
794,350
394,1025
494,24
337,267
656,338
302,438
40,1014
84,810
322,184
192,745
28,78
1035,841
875,1011
256,179
678,451
544,701
784,746
893,419
971,699
983,746
421,781
778,610
816,965
506,1031
777,164
96,5
1018,458
157,460
61,414
841,957
571,18
232,812
51,382
399,1031
484,336
280,324
917,489
1031,962
553,484
963,291
110,506
1016,438
699,497
825,814
476,350
421,632
898,995
38,789
70,498
236,1020
380,712
957,727
678,925
675,941
368,333
648,736
458,934
415,420
257,742
879,405
450,342
921,796
232,182
643,294
216,525
693,31
734,318
124,187
819,938
590,533
712,810
696,706
761,282
754,660
607,409
207,458
642,121
861,586
585,508
99,939
229,763
338,661
450,890
939,369
763,734
322,342
25,84
1009,1020
604,257
898,602
185,309
121,234
719,169
662,250
601,465
850,1020
965,816
385,858
38,734
728,902
627,1026
526,599
506,265
680,520
656,852
454,237
322,527
737,421
913,372
989,1032
268,735
51,589
405,712
356,675
347,149
273,57
789,509
296,244
517,934
773,62
494,342
672,182
852,623
530,340
669,67
125,1025
1002,787
984,487
645,915
289,436
959,43
1016,807
1004,464
741,29
902,238
493,159
451,969
510,438
684,428
74,551
589,870
469,292
953,282
51,567
746,898
403,934
712,796
291,642
50,295
852,454
602,265
635,707
189,369
214,621
849,829
396,837
333,192
555,946
70,934
818,706
101,282
982,1025
916,79
678,957
234,406
680,642
533,900
827,768
911,937
972,261
849,729
436,220
107,29
2,491
447,930
544,593
123,172
347,136
549,154
1011,672
942,462
863,458
343,251
103,777
767,732
734,485
895,219
871,942
737,999
994,414
331,133
911,357
483,51
291,720
256,221
342,213
455,380
1020,844
842,165
880,860
797,594
195,372
223,488
591,484
981,1011
545,787
758,484
896,220
198,727
643,107
121,650
414,315
351,491
287,618
943,956
602,1011
446,694
729,741
943,939
194,998
957,963
355,534
696,556
71,693
254,368
802,746
57,189
943,640
295,650
52,582
712,733
764,104
316,82
553,294
156,600
308,182
283,640
128,273
322,20
181,525
21,572
438,188
946,509
124,954
185,508
494,802
446,189
172,315
738,791
684,25
993,469
447,455
742,29
256,950
547,622
360,1017
516,598
589,350
534,309
284,166
974,547
418,794
540,402
635,409
34,931
84,925
496,203
848,565
796,565
238,350
313,804
514,205
802,648
404,309
564,448
181,116
858,385
107,736
712,50
618,245
472,484
837,815
461,294
981,921
50,132
701,696
508,1035
796,97
900,227
242,509
137,630
539,690
61,6
84,904
860,634
818,438
400,118
57,589
745,678
934,231
923,713
402,105
64,406
648,368
108,668
88,205
300,666
313,819
919,189
658,1020
285,680
477,835
1017,943
355,744
946,744
539,397
270,369
693,527
295,858
309,921
585,38
577,141
574,63
588,527
894,620
622,958
988,133
694,506
309,223
231,574
223,538
969,82
913,600
549,51
628,1018
405,810
894,229
444,204
589,858
967,480
438,597
719,390
218,863
994,989
796,495
994,818
28,874
767,164
260,156
745,493
133,632
469,841
351,974
1027,1012
1042,829
867,17
269,336
768,923
322,232
389,921
658,677
971,550
52,606
25,153
697,615
743,791
728,451
980,456
269,140
171,786
924,72
619,298
320,447
707,930
10,999
392,210
476,883
454,553
653,5
1015,428
76,403
283,898
227,615
398,671
604,494
678,738
929,64
965,678
98,0
604,943
447,469
849,1000
881,368
282,301
446,538
635,451
707,879
919,926
756,728
458,658
188,556
311,192
405,957
934,743
453,995
892,895
282,223
118,46
405,20
406,713
746,675
585,153
322,607
414,210
898,285
1011,468
520,963
569,871
650,969
132,929
402,855
781,811
454,21
590,808
734,957
745,282
494,322
852,248
331,602
748,913
822,436
527,841
593,124
745,999
794,192
157,754
782,938
923,1011
663,469
631,179
82,356
875,610
1025,440
756,720
819,264
69,336
695,1009
580,141
946,940
316,694
943,975
843,172
655,1031
82,736
128,1011
347,92
996,451
834,796
315,339
607,943
45,1040
450,527
63,110
189,236
950,118
110,369
866,264
614,550
706,188
1024,861
571,937
1026,572
748,175
231,418
741,713
565,63
333,369
38,445
349,492
940,164
29,934
96,1027
534,921
71,257
56,257
159,815
1000,63
443,1044
1026,500
153,180
157,645
488,575
794,834
207,720
781,814
692,536
369,488
113,857
777,875
380,963
118,88
632,1
963,325
140,175
879,20
161,943
858,655
733,678
338,533
316,447
518,475
347,772
747,712
754,215
943,494
930,301
632,642
495,923
292,487
737,145
645,874
1037,279
192,777
587,661
206,1032
549,404
84,540
494,445
192,97
282,29
642,607
404,198
712,930
298,590
125,235
302,580
719,843
943,858
218,999
721,404
827,756
727,97
912,31
217,307
538,890
752,541
252,676
925,747
684,121
916,871
86,930
283,763
867,313
551,423
285,265
672,99
789,71
99,693
999,635
308,737
945,348
339,497
351,394
210,843
566,1005
527,549
418,864
948,481
118,634
848,517
414,735
1023,378
351,526
574,777
748,533
21,634
133,285
890,794
538,31
713,494
1004,221
875,925
618,329
332,400
879,680
483,736
656,1013
999,736
309,1018
484,28
934,508
184,511
879,29
165,438
318,794
582,448
946,598
342,610
696,431
890,418
347,696
745,223
969,231
508,851
116,220
707,969
454,147
727,404
875,164
517,232
602,101
735,315
347,1025
64,743
508,29
917,42
929,904
156,692
991,807
902,223
431,123
210,390
585,322
487,732
316,469
753,96
670,545
575,707
705,358
256,351
634,831
391,355
115,836
652,643
156,260
517,184
912,789
772,735
870,506
680,794
53,900
978,808
30,130
834,322
350,663
602,311
145,1031
265,350
970,104
243,933
920,770
912,50
182,508
1031,507
925,254
675,650
658,886
368,746
350,213
719,760
423,551
303,708
1027,224
403,399
1032,843
223,447
330,301
711,805
965,745
834,121
635,839
130,678
1014,697
431,221
97,789
31,445
378,153
182,841
468,549
743,316
369,468
355,963
954,358
659,747
697,543
363,401
267,526
713,640
806,726
773,67
440,1007
974,873
963,534
136,205
527,746
461,841
495,369
969,834
672,999
565,607
810,421
313,770
562,328
658,727
107,294
181,875
965,495
974,267
384,946
1034,872
232,604
507,858
509,184
495,309
743,993
327,344
93,113
309,589
267,466
277,813
829,845
477,191
212,227
1004,462
864,108
475,1014
428,523
76,145
996,382
224,612
745,672
676,716
363,812
898,674
826,157
946,555
21,950
802,316
446,571
864,680
184,640
213,1020
1001,590
10,391
705,118
257,604
270,368
917,861
275,846
350,1031
929,642
527,745
939,213
716,150
236,956
182,356
2,572
295,534
783,707
342,848
676,441
741,707
714,58
684,930
664,787
903,974
861,344
737,485
974,321
134,486
821,460
492,631
628,393
607,488
99,898
744,469
322,418
506,602
899,306
989,6
506,99
567,1
210,566
1031,64
865,810
619,175
996,428
232,890
930,841
691,1027
873,974
745,923
232,675
175,373
31,733
696,714
741,996
713,642
934,549
534,848
83,245
61,343
650,957
602,956
322,485
841,899
654,433
864,794
404,238
577,302
65,27
455,589
562,396
475,869
844,380
325,31
295,356
591,450
300,544
780,510
1033,744
879,953
737,469
110,409
684,912
985,179
618,667
929,875
881,159
634,760
309,865
249,740
989,302
734,254
688,525
447,858
285,382
118,171
401,668
156,896
136,339
257,97
213,791
458,380
870,316
643,216
763,385
45,580
680,993
458,180
38,841
585,721
86,574
680,549
50,1018
635,295
458,110
226,911
348,196
300,315
455,898
222,447
1025,577
90,336
783,948
656,1029
208,136
912,567
44,543
175,689
273,223
752,302
522,497
879,890
728,941
869,40
867,1008
589,488
294,164
177,142
494,894
623,359
64,930
841,969
660,396
746,97
177,626
121,418
527,445
797,647
973,508
333,487
829,26
911,359
276,440
984,781
773,96
150,477
244,773
509,242
655,495
943,17
956,1011
249,52
301,993
28,142
706,172
267,755
350,672
541,390
998,423
736,848
447,650
565,101
649,590
754,21
308,919
110,898
653,967
676,243
29,108
488,635
539,846
485,216
946,294
