src,dst
58512,20708
58512,22320
58512,29419
58512,34628
58512,39924
58512,46089
58512,51325
58512,53201
58512,58029
58512,64687
58512,76148
58512,84086
58512,87776
58512,89178
59,37971
59,99551
37971,22924
37971,25990
99551,33230
99551,34097
60,33261
33261,17483
33261,24498
33261,27149
33261,36409
33261,38134
33261,43954
33261,46148
33261,49974
33261,64900
33261,66631
33261,74229
33261,76127
33261,80709
33261,81539
33261,82855
33261,84340
33261,92669
33261,94789
33261,96194
33261,100256
33261,100858
61,24370
24370,68048
62,31204
62,74684
62,84394
62,96668
31204,28612
31204,30488
31204,85088
74684,53597
74684,62753
96668,30488
63,63330
64,51573
51573,73335
66,95531
95531,6976
95531,13911
95531,30690
95531,43168
95531,44295
95531,48468
95531,50238
95531,52934
95531,56099
95531,57558
95531,58172
95531,68754
67,7455
67,10945
67,29173
67,36606
7455,19285
7455,30024
7455,31160
7455,34115
7455,34436
7455,64942
10945,26772
10945,96579
36606,72480
36606,89835
36606,92598
68,56711
56711,41244
56711,68231
56711,74461
56711,93704
69,25656
25656,191
25656,6707
25656,56033
25656,72848
25656,76408
25656,77542
25656,92954
70,54753
54753,59785
54753,77588
71,15446
71,80973
72,49024
72,53629
53629,23514
53629,43040
73,47855
47855,78045
74,29725
29725,1930
29725,38157
29725,77124
29725,98687
75,89036
89036,51227
76,21749
76,56042
56042,59167
77,37213
77,50543
77,66478
37213,17048
66478,43315
66478,51452
66478,94593
78,42742
78,82567
79,40586
40586,86327
80,58911
80,63239
80,66815
66815,9028
66815,20041
66815,34018
66815,34126
66815,47623
66815,65949
66815,92765
66815,98456
81,23786
23786,50215
82,18511
83,62955
84,88049
88049,42035
88049,57004
85,94138
94138,12651
94138,42464
94138,46469
94138,52749
94138,55277
94138,64229
94138,68592
86,22335
86,73508
86,96243
22335,346
22335,767
22335,3048
22335,4560
22335,6534
22335,7346
22335,10760
22335,11786
22335,14996
22335,15298
22335,17036
22335,20493
22335,21397
22335,21427
22335,21770
22335,24401
22335,25472
22335,27029
22335,28530
22335,29677
22335,31438
22335,32294
22335,32613
22335,33955
22335,34325
22335,35690
22335,36136
22335,44702
22335,45664
22335,48707
22335,49863
22335,53285
22335,53974
22335,56285
22335,57684
22335,61649
22335,62704
22335,62941
22335,63222
22335,63649
22335,64449
22335,64994
22335,66079
22335,66128
22335,66474
22335,66537
22335,69907
22335,71008
22335,72002
22335,72961
22335,73118
22335,73508
22335,74795
22335,74855
22335,75157
22335,75424
22335,76397
22335,76842
22335,77466
22335,77647
22335,79189
22335,80326
22335,82530
22335,85349
22335,86207
22335,87794
22335,88503
22335,88699
22335,92217
22335,93725
22335,94652
22335,96039
22335,96071
22335,98868
22335,98893
22335,99748
22335,100019
73508,5970
73508,15298
96243,64947
96243,70027
87,3421
87,25711
87,82192
3421,31265
3421,51132
25711,144
25711,1075
25711,7851
25711,40745
25711,68787
82192,18569
88,51877
51877,17109
51877,25652
51877,30034
51877,41018
51877,51541
51877,76034
51877,76119
51877,82455
51877,84474
51877,96554
51877,98286
89,1889
89,10032
89,39488
89,41308
89,43924
89,51698
89,69748
89,71466
89,77966
89,78219
89,80034
89,87067
89,94805
89,95619
1889,31700
10032,8633
10032,74791
10032,78272
10032,86323
39488,36636
39488,86323
41308,16105
51698,56750
69748,66279
69748,68626
69748,71453
71466,18743
71466,53501
71466,57924
80034,43255
90,42464
90,69169
42464,1042
42464,1615
42464,5946
42464,6002
42464,6291
42464,7027
42464,7870
42464,8255
42464,11025
42464,11786
42464,12519
42464,13054
42464,13601
42464,13641
42464,15537
42464,16172
42464,17352
42464,17710
42464,18352
42464,18890
42464,18938
42464,18949
42464,19385
42464,21248
42464,21925
42464,22570
42464,23250
42464,23518
42464,24850
42464,24855
42464,25130
42464,26065
42464,26485
42464,28025
42464,28119
42464,28236
42464,28249
42464,28687
42464,28984
42464,29871
42464,30243
42464,32132
42464,32238
42464,33499
42464,33730
42464,33936
42464,34291
42464,34535
42464,37045
42464,37085
42464,39548
42464,42235
42464,42837
42464,44827
42464,45382
42464,45469
42464,45717
42464,45754
42464,46629
42464,47313
42464,47476
42464,48060
42464,48418
42464,48485
42464,49133
42464,49703
42464,50337
42464,50643
42464,51109
42464,51266
42464,53885
42464,54042
42464,54197
42464,54623
42464,55138
42464,56009
42464,56535
42464,57235
42464,57678
42464,58063
42464,58247
42464,58253
42464,58363
42464,58408
42464,59038
42464,60064
42464,60552
42464,60845
42464,61129
42464,61180
42464,61355
42464,62125
42464,62665
42464,63296
42464,64214
42464,64994
42464,65852
42464,66967
42464,67842
42464,68192
42464,68627
42464,68918
42464,69081
42464,69956
42464,71196
42464,71318
42464,71672
42464,71961
42464,72378
42464,72552
42464,73164
42464,73253
42464,73730
42464,73856
42464,74073
42464,74321
42464,74397
42464,75366
42464,76148
42464,76516
42464,76791
42464,76839
42464,76864
42464,77316
42464,77327
42464,77693
42464,77940
42464,77994
42464,78016
42464,78371
42464,78405
42464,78859
42464,81536
42464,81556
42464,81749
42464,81924
42464,82155
42464,82383
42464,82537
42464,83952
42464,84490
42464,86258
42464,86315
42464,86394
42464,86477
42464,86648
42464,86750
42464,87648
42464,87739
42464,87827
42464,88007
42464,89002
42464,89255
42464,89535
42464,89688
42464,90378
42464,91513
42464,91904
42464,92027
42464,92255
42464,92307
42464,92430
42464,92661
42464,92727
42464,93483
42464,93984
42464,94237
42464,94268
42464,94386
42464,94515
42464,94692
42464,94829
42464,94899
42464,94997
42464,95022
42464,95079
42464,95159
42464,95267
42464,95698
42464,95933
42464,96158
42464,97284
42464,97504
42464,97647
42464,97678
42464,98101
42464,98645
42464,98683
42464,98795
42464,100037
42464,100492
42464,100630
42464,101178
91,80976
91,87905
80976,12157
80976,57290
80976,65001
87905,19084
92,19286
19286,91670
93,42706
42706,67973
94,35020
95,36368
95,41299
95,51109
95,74760
36368,1065
36368,1333
36368,1895
36368,3822
36368,6474
36368,15398
36368,21388
36368,25670
36368,27515
36368,29349
36368,33783
36368,34112
36368,36294
36368,40540
36368,47510
36368,56735
36368,57037
36368,61201
36368,64994
36368,65947
36368,71170
36368,71561
36368,73550
36368,76719
36368,78754
36368,79495
36368,81554
36368,84744
36368,86995
36368,87249
36368,87491
36368,88060
36368,88112
36368,88955
36368,91040
36368,91603
36368,93868
36368,94492
36368,98009
51109,491
51109,4518
51109,5569
51109,7346
51109,7766
51109,8739
51109,8881
51109,9056
51109,12323
51109,13495
51109,14411
51109,14519
51109,14667
51109,18402
51109,20990
51109,22389
51109,23804
51109,25690
51109,27101
51109,27621
51109,28104
51109,28156
51109,28362
51109,30948
51109,32831
51109,33730
51109,35359
51109,39474
51109,39822
51109,39895
51109,40420
51109,43686
51109,44003
51109,44775
51109,48891
51109,50796
51109,51346
51109,51595
51109,52304
51109,54409
51109,54661
51109,56639
51109,57204
51109,57281
51109,59901
51109,66222
51109,67341
51109,68332
51109,69789
51109,71139
51109,74180
51109,78063
51109,78405
51109,80113
51109,80132
51109,80273
51109,80713
51109,81210
51109,82014
51109,83820
51109,85894
51109,86104
51109,86289
51109,86783
51109,87395
51109,87959
51109,90624
51109,93304
51109,93951
51109,94002
51109,98870
51109,99998
51109,100434
51109,100611
96,9165
97,69505
69505,58736
69505,97591
98,33077
99,31218
99,87759
100,515
101,75133
75133,12531
75133,13363
75133,16118
75133,31660
75133,37695
75133,57415
75133,60061
102,8380
103,7041
7041,19815
7041,27888
7041,34772
7041,40329
7041,44801
7041,61267
7041,63912
7041,71441
104,1161
1161,56958
1161,57918
1161,79550
105,74044
106,4356
106,9416
106,13469
4356,38005
4356,41678
4356,64316
4356,100760
13469,20807
13469,92547
107,54569
107,65603
65603,21190
65603,39458
65603,76379
108,766
108,4386
108,4560
108,4575
108,5730
108,10795
108,20845
108,22074
108,27212
108,32719
108,45571
108,47025
108,49163
108,51648
108,58157
108,65224
108,65291
108,69843
108,79992
108,81601
108,87386
108,88843
108,90792
108,97512
108,97961
766,39175
766,42283
766,45571
4386,4266
4386,8264
4386,15487
4386,15686
4386,23804
4386,30831
4386,33296
4386,75847
4386,94924
4575,8039
4575,34087
4575,37682
4575,49849
4575,54233
4575,59536
4575,96256
10795,77122
10795,98043
10795,98607
22074,45359
22074,48516
22074,63174
22074,79508
22074,90413
22074,91577
27212,2486
27212,5256
27212,10897
27212,30169
27212,45571
27212,70680
32719,4230
32719,55638
32719,59951
32719,63781
32719,80155
32719,80523
32719,93876
45571,19830
45571,24097
45571,27940
45571,34519
45571,42987
45571,43127
45571,47025
45571,52445
45571,71634
45571,74494
45571,81601
45571,92067
45571,93483
45571,94387
47025,2388
47025,18883
47025,21300
47025,27429
47025,49519
47025,60511
47025,77305
47025,92949
49163,38027
49163,63298
49163,63847
51648,7915
51648,14010
51648,22204
51648,29696
51648,37286
51648,38801
51648,39020
51648,46137
51648,50511
51648,52469
51648,56038
51648,58315
51648,65494
51648,65875
51648,68811
51648,90793
51648,93089
51648,99755
58157,677
58157,17363
58157,27497
58157,42846
58157,64714
58157,77514
58157,78826
58157,90007
58157,91626
58157,91929
58157,93115
58157,94756
58157,95823
65291,39806
65291,48091
69843,17287
79992,10559
79992,19354
81601,5764
88843,1168
88843,7918
88843,18263
88843,21730
88843,25103
88843,30599
88843,40078
88843,43571
88843,60307
88843,70546
97961,10942
97961,33822
109,13498
13498,379
13498,423
13498,563
13498,970
13498,1257
13498,1304
13498,1487
13498,1619
13498,2132
13498,2184
13498,2304
13498,2446
13498,2580
13498,2898
13498,3317
13498,3409
13498,3431
13498,3833
13498,3901
13498,4048
13498,4058
13498,4131
13498,4295
13498,4531
13498,4576
13498,4580
13498,4627
13498,4695
13498,5000
13498,5111
13498,5370
13498,5437
13498,5783
13498,5785
13498,5931
13498,5944
13498,5994
13498,6104
13498,6301
13498,6675
13498,6968
13498,7817
13498,7837
13498,8019
13498,8479
13498,8596
13498,8620
13498,8720
13498,8746
13498,8930
13498,8970
13498,9141
13498,9651
13498,10073
13498,10139
13498,10415
13498,10466
13498,10546
13498,10661
13498,10890
13498,10900
13498,10944
13498,11283
13498,11358
13498,11396
13498,11419
13498,11469
13498,11531
13498,11669
13498,11961
13498,12579
13498,13394
13498,13401
13498,13610
13498,14004
13498,14015
13498,14103
13498,14528
13498,14736
13498,14808
13498,14856
13498,15121
13498,15150
13498,15345
13498,15573
13498,15580
13498,15663
13498,15815
13498,15839
13498,15849
13498,15901
13498,16041
13498,16120
13498,16508
13498,16562
13498,16614
13498,16775
13498,16800
13498,16844
13498,17155
13498,17366
13498,17432
13498,17514
13498,17830
13498,17944
13498,18013
13498,18014
13498,18052
13498,18529
13498,18672
13498,18739
13498,18767
13498,19042
13498,19125
13498,19154
13498,19366
13498,19623
13498,19672
13498,19781
13498,20204
13498,20238
13498,20263
13498,20645
13498,20733
13498,20912
13498,20941
13498,21067
13498,21137
13498,21264
13498,21707
13498,21838
13498,21991
13498,22030
13498,22168
13498,22235
13498,22540
13498,22551
13498,22625
13498,22824
13498,22958
13498,23129
13498,23333
13498,23447
13498,23754
13498,23845
13498,23953
13498,23961
13498,23976
13498,24223
13498,24739
13498,24807
13498,24841
13498,25011
13498,25205
13498,25280
13498,25983
13498,25999
13498,26020
13498,26068
13498,26168
13498,26312
13498,26481
13498,26812
13498,26949
13498,27392
13498,27496
13498,27642
13498,27692
13498,27711
13498,27772
13498,27876
13498,28074
13498,28233
13498,28397
13498,28573
13498,28759
13498,28937
13498,29014
13498,29299
13498,29367
13498,29482
13498,29690
13498,29716
13498,29802
13498,30313
13498,30372
13498,30449
13498,30707
13498,30729
13498,30743
13498,30906
13498,31225
13498,31429
13498,31541
13498,32014
13498,32048
13498,32243
13498,32291
13498,32615
13498,33446
13498,33482
13498,33802
13498,34164
13498,34314
13498,34362
13498,34446
13498,34555
13498,34624
13498,34641
13498,34819
13498,34838
13498,35032
13498,35104
13498,35283
13498,35295
13498,35627
13498,35659
13498,35745
13498,36105
13498,36194
13498,36862
13498,36937
13498,37049
13498,37798
13498,38022
13498,38211
13498,38311
13498,38313
13498,38469
13498,38485
13498,38894
13498,38920
13498,38956
13498,38963
13498,39046
13498,39132
13498,39213
13498,39308
13498,39381
13498,39392
13498,39429
13498,39452
13498,39735
13498,40085
13498,40267
13498,40387
13498,40694
13498,40710
13498,40973
13498,41115
13498,41346
13498,41468
13498,41525
13498,41812
13498,41818
13498,41848
13498,41884
13498,41920
13498,42022
13498,42121
13498,42465
13498,42554
13498,42622
13498,43109
13498,43419
13498,43584
13498,43799
13498,43903
13498,44240
13498,44312
13498,44327
13498,44558
13498,44614
13498,44692
13498,44731
13498,44818
13498,44914
13498,44942
13498,45166
13498,45321
13498,45608
13498,45683
13498,45695
13498,45698
13498,45842
13498,45920
13498,46101
13498,46117
13498,46140
13498,46351
13498,46406
13498,46711
13498,47139
13498,47447
13498,47497
13498,47665
13498,47722
13498,48099
13498,48102
13498,48304
13498,48357
13498,48482
13498,48587
13498,48715
13498,48839
13498,48891
13498,48895
13498,48995
13498,49195
13498,49366
13498,49566
13498,49648
13498,49708
13498,49825
13498,49920
13498,50030
13498,50288
13498,50380
13498,50444
13498,50460
13498,50548
13498,50639
13498,50724
13498,50891
13498,51169
13498,51198
13498,51414
13498,51619
13498,51660
13498,51763
13498,51842
13498,51914
13498,51940
13498,51994
13498,52369
13498,52630
13498,53277
13498,53383
13498,53432
13498,53565
13498,54061
13498,54084
13498,54248
13498,54410
13498,54594
13498,55256
13498,55352
13498,55612
13498,55616
13498,55619
13498,56116
13498,56153
13498,56258
13498,56366
13498,56634
13498,56656
13498,56726
13498,56893
13498,57026
13498,57308
13498,57465
13498,57568
13498,57744
13498,57793
13498,57986
13498,58167
13498,58188
13498,58498
13498,58505
13498,58520
13498,58686
13498,58896
13498,59160
13498,59377
13498,59530
13498,59621
13498,59649
13498,60079
13498,60176
13498,60317
13498,60338
13498,60410
13498,60496
13498,60500
13498,60584
13498,60604
13498,60703
13498,60854
13498,60914
13498,60955
13498,61048
13498,61187
13498,61220
13498,61265
13498,61332
13498,61556
13498,61821
13498,61941
13498,61991
13498,62016
13498,62391
13498,62477
13498,62819
13498,62838
13498,62874
13498,62892
13498,63073
13498,63289
13498,63308
13498,63453
13498,64049
13498,64086
13498,64140
13498,64197
13498,64242
13498,64555
13498,64636
13498,64644
13498,64698
13498,64787
13498,64870
13498,64927
13498,64998
13498,65025
13498,65043
13498,65065
13498,65415
13498,65422
13498,65468
13498,65542
13498,65613
13498,65793
13498,65872
13498,65908
13498,66184
13498,66211
13498,66257
13498,66329
13498,66460
13498,66877
13498,67079
13498,67161
13498,67296
13498,67318
13498,67473
13498,67778
13498,68001
13498,68166
13498,68454
13498,68673
13498,68706
13498,68723
13498,68813
13498,69219
13498,69355
13498,69431
13498,69890
13498,69987
13498,70193
13498,70268
13498,70308
13498,70347
110,42800
42800,60717
42800,99998
111,14763
111,66598
111,78254
78254,10842
78254,56060
112,39765
112,75436
112,88805
39765,25143
39765,60033
75436,820
75436,2514
75436,14087
75436,23424
75436,28403
75436,70174
88805,2430
88805,61312
113,34454
114,62556
114,79253
62556,52556
115,58513
58513,2722
58513,13844
58513,16995
58513,17845
58513,34989
58513,38680
58513,39806
58513,41328
58513,41385
58513,44726
58513,54090
58513,55039
58513,72405
58513,76249
58513,77852
58513,78319
58513,83106
58513,87041
58513,87250
58513,88250
58513,91696
58513,93574
58513,97791
58513,98124
116,27688
116,28866
116,40879
116,86618
27688,30476
27688,55918
117,14818
14818,49669
14818,52848
14818,68195
14818,81068
118,14455
118,58183
119,95206
120,9927
120,42789
120,87148
120,95053
9927,11622
9927,11941
9927,22531
9927,29724
9927,34455
9927,52301
87148,46449
121,5063
121,48700
121,66006
5063,28260
5063,55184
5063,94226
48700,54100
48700,90326
66006,18713
66006,22053
66006,29647
66006,75860
66006,84717
66006,92872
122,1894
122,70651
122,84588
1894,81394
1894,101441
70651,492
70651,7766
70651,13728
70651,33412
70651,34839
70651,40402
70651,57237
84588,49511
123,47280
124,26150
125,27338
126,21123
126,71444
21123,71444
71444,2911
71444,3944
71444,8881
71444,8936
71444,21498
71444,23116
71444,29866
71444,47452
71444,60246
71444,61803
71444,66229
71444,67825
71444,69925
127,64303
128,91208
91208,28976
91208,39896
91208,59283
91208,66059
129,39386
129,64630
129,77083
39386,2964
39386,6357
39386,11422
39386,12058
39386,12677
39386,13192
39386,16107
39386,16917
39386,17616
39386,17790
39386,20229
39386,21603
39386,23201
39386,24479
39386,27151
39386,27165
39386,30549
39386,33401
39386,35084
39386,47741
39386,51230
39386,52631
39386,54706
39386,55981
39386,58400
39386,59168
39386,60627
39386,62687
39386,62744
39386,63421
39386,73135
39386,74591
39386,74642
39386,79885
39386,81413
39386,83058
39386,84418
39386,85983
39386,88893
39386,89160
39386,90042
39386,92027
39386,92059
39386,92374
39386,93073
39386,94549
39386,96639
39386,97182
39386,97297
39386,97698
39386,98920
39386,99329
39386,100052
39386,101547
130,71942
131,3541
131,97417
132,20822
132,50145
132,59309
20822,19835
59309,21311
59309,40409
59309,62606
133,95941
134,36514
135,22197
22197,1199
22197,3283
22197,9000
22197,15765
22197,25501
22197,33128
22197,35546
22197,47872
22197,48685
22197,53523
136,72557
136,79667
136,80883
136,94673
72557,2988
72557,25472
72557,31582
72557,34223
72557,41908
72557,47885
72557,58795
72557,62101
79667,16786
79667,17500
79667,32796
79667,54981
79667,59324
79667,60856
79667,60911
79667,65336
80883,26009
80883,70137
94673,57052
137,4199
4199,7050
4199,16909
138,56198
56198,295
56198,18559
139,68021
68021,86489
140,39654
39654,81821
141,61566
61566,408
61566,28293
61566,77873
142,52457
52457,884
52457,5110
52457,9026
52457,12094
52457,13639
52457,18317
52457,20375
52457,23635
52457,27248
52457,28129
52457,28489
52457,29704
52457,30686
52457,31588
52457,31812
52457,36243
52457,37323
52457,38249
52457,40518
52457,42550
52457,43402
52457,43729
52457,44274
52457,52404
52457,53794
52457,55354
52457,59451
52457,63576
52457,63826
52457,72519
52457,73580
52457,75041
52457,77330
52457,80306
52457,84048
52457,86100
52457,86708
52457,87066
52457,87565
52457,88456
52457,88576
52457,93517
52457,93786
52457,95371
52457,96145
52457,97643
143,5131
5131,66049
144,36815
144,99722
99722,20759
99722,51766
99722,68570
145,76062
146,36168
36168,52976
36168,72447
36168,95724
36168,99592
147,86929
86929,3488
148,93699
149,30319
30319,43086
150,4471
4471,22914
4471,97442
151,58937
152,87124
87124,19256
87124,64701
153,11976
11976,47299
11976,68920
154,17928
17928,3793
17928,15630
17928,19644
17928,21239
17928,50257
17928,71750
17928,72906
17928,73786
17928,89714
17928,99192
155,45244
156,53630
53630,8557
53630,16112
53630,40734
53630,53210
53630,59568
53630,73730
53630,83918
53630,94039
157,5704
157,11814
157,29619
157,29703
157,40689
157,43869
157,64449
157,66810
157,79084
157,98323
5704,903
5704,6673
5704,27740
5704,35842
5704,38296
5704,38827
5704,50511
5704,54349
5704,58717
5704,62704
5704,70544
5704,85777
5704,88816
5704,90859
5704,92444
11814,3581
11814,11535
11814,12839
11814,47800
11814,72254
11814,73620
11814,75829
11814,98323
11814,100661
11814,101445
29619,3868
29619,5486
29619,9209
29619,26813
29619,27488
29619,31995
29619,39609
29619,45294
29619,48640
29619,52151
29619,54195
29619,54318
29619,54653
29619,59004
29619,72169
29619,79892
29619,83346
29619,89928
29619,98925
29619,99755
29703,1785
29703,8876
29703,18167
29703,21427
29703,25741
29703,31995
29703,34535
29703,38413
29703,40716
29703,48816
29703,50511
29703,58829
29703,64979
29703,67232
29703,73317
29703,78860
29703,78899
29703,82219
29703,86158
29703,91577
29703,98323
29703,99552
29703,99841
40689,48268
43869,359
43869,6328
43869,7254
43869,22913
43869,32305
43869,35786
43869,37081
43869,54342
43869,65831
43869,65882
43869,71811
43869,72169
43869,79084
43869,91175
43869,95007
43869,97522
64449,1090
64449,39095
64449,50339
64449,62018
66810,10739
66810,79084
79084,1258
79084,1631
79084,2472
79084,14609
79084,14701
79084,15875
79084,25222
79084,26095
79084,31995
79084,34266
79084,38744
79084,38969
79084,39748
79084,40668
79084,40759
79084,41675
79084,42833
79084,56272
79084,57509
79084,57675
79084,58557
79084,65615
79084,66087
79084,67375
98323,359
98323,4103
98323,10817
98323,18167
98323,21397
98323,23032
98323,25305
98323,27207
98323,38744
98323,40716
98323,43891
98323,61260
98323,61599
98323,64737
98323,69080
158,13364
158,52581
158,95692
13364,38650
95692,4465
159,31868
159,79444
159,82797
31868,45232
31868,54907
31868,61690
79444,8085
160,12815
160,64472
12815,19889
64472,55093
64472,62614
64472,68820
64472,71052
64472,78905
64472,87621
64472,88922
64472,94665
161,11734
11734,12317
11734,21417
11734,55751
11734,66326
11734,82707
11734,87994
162,6322
162,43739
163,68379
68379,101338
164,54262
54262,71612
54262,74771
54262,99339
165,28719
166,90689
166,96705
167,18839
167,21689
167,24816
167,48672
167,53997
167,55648
167,58573
167,61179
167,61614
167,62547
167,63917
167,64756
167,76149
167,77738
21689,74771
48672,22179
48672,36101
48672,61908
53997,63917
58573,3024
58573,4381
58573,6678
58573,7739
58573,7786
58573,13192
58573,18048
58573,27153
58573,28336
58573,29059
58573,30243
58573,31957
58573,33373
58573,50307
58573,62269
58573,68596
58573,71737
58573,73456
58573,77199
58573,77814
58573,80845
58573,81274
58573,81279
58573,83528
58573,86603
58573,87546
58573,91166
58573,96995
58573,97539
58573,98081
58573,99118
61179,49674
62547,16787
62547,42850
62547,67739
62547,67801
62547,74593
63917,2262
63917,10974
63917,12335
63917,47222
63917,73984
64756,9751
64756,15984
64756,23818
64756,30256
64756,33696
64756,40064
64756,43231
64756,53668
64756,57476
64756,59959
64756,66217
64756,68157
64756,81749
76149,440
76149,7409
76149,9400
76149,13173
76149,14627
76149,14911
76149,26358
76149,28516
76149,32604
76149,66503
168,4949
168,45349
168,57728
168,89984
4949,24757
4949,98357
4949,100490
57728,75763
169,24789
169,75106
75106,48621
170,66349
66349,31226
66349,67463
66349,84927
171,9043
171,36972
36972,27157
172,25763
172,75291
172,95490
172,97776
75291,11556
75291,12909
75291,19284
75291,21760
75291,31027
75291,65852
95490,1239
95490,17527
95490,35152
173,80204
80204,29027
80204,33955
80204,39757
80204,48353
174,42523
42523,48052
42523,68321
42523,81143
175,6009
176,86891
177,89299
178,93992
93992,3868
93992,17334
93992,33985
93992,40200
179,42461
42461,70172
180,48663
180,58194
180,81594
180,81887
48663,63333
81887,52946
181,33045
181,40032
33045,2679
33045,22430
33045,54016
33045,80208
33045,83850
33045,98536
33045,99751
40032,21648
40032,40028
40032,41950
40032,41982
40032,62579
40032,65018
182,21282
21282,81632
21282,81921
21282,81997
183,49502
49502,11718
49502,14916
49502,15359
49502,25648
49502,25867
49502,35004
49502,46164
49502,47506
49502,62708
49502,89187
49502,96193
184,2753
2753,9083
2753,11890
